runtime_sequence,source_row_index,source_id,feature_group_hex,attack_cat,label
1102,139142,139143,af61749a6c5cb6ba,Reconnaissance,1
1103,115387,115388,1d2a67ab2c20ad4e,DoS,1
1104,56065,56066,fe9227feb31dfcae,Exploits,1
1105,10162,10163,f89a6796eb3031d9,Normal,0
1106,158284,158285,3603fa7e13ea4fb5,Generic,1
1107,7893,7894,06f55cd3ac58299c,Normal,0
1108,106748,106749,ba5a3ceef8798503,Exploits,1
1109,117007,117008,83b4c10f2f7091c2,Exploits,1
1110,48422,48423,2c6fdf96a4c55e10,Fuzzers,1
1111,145342,145343,fe551df9b56ca38a,Generic,1
1112,64117,64118,844d5fe9372974cb,Fuzzers,1
1113,134237,134238,b2c24443fe64789d,Generic,1
1114,55921,55922,a3b548ff3c599fea,Exploits,1
1115,10895,10896,59b87f66b2a0deb0,Normal,0
1116,89196,89197,2bf572ff54c60bc3,Normal,0
1117,78672,78673,6cafaf20430840b6,DoS,1
1118,143164,143165,8e9dfa26bdf0af9e,Generic,1
1119,72048,72049,8a4a7bc99ca9a1b7,Normal,0
1120,80097,80098,1d6bc09c7f337459,Exploits,1
1121,52638,52639,e7403fd1ac7384df,Fuzzers,1
1122,66854,66855,0c61c32690edb38e,Shellcode,1
1123,105200,105201,96cabc9ce77a9c63,Exploits,1
1124,93248,93249,3a02ce692bcf4bc9,DoS,1
1125,16562,16563,a0dfa2c6c7c94200,Normal,0
1126,105417,105418,972ffe22a168e471,Reconnaissance,1
1127,174970,174971,03feac75b5fe52fc,Generic,1
1128,4482,4483,f3e53cfd0ad41534,Normal,0
1129,13851,13852,c83846b0bd85b25e,Normal,0
1130,104207,104208,ad6ad98264aaefac,DoS,1
1131,120456,120457,e9e92fce0415a15a,Fuzzers,1
1132,88659,88660,e7812f362ee5d9a0,Exploits,1
1133,31728,31729,fd2d96485efe205d,Normal,0
1134,111176,111177,7c3cb6298a184913,DoS,1
1135,88302,88303,c9e4a8af1c817b13,Exploits,1
1136,3551,3552,e7602fc80d6064e8,Normal,0
1137,71842,71843,f3df9859102e605c,Exploits,1
1138,144077,144078,8c6ebc009dd27e51,Exploits,1
1139,79288,79289,9c4f8954e22a48e3,Reconnaissance,1
1140,60153,60154,be93af9305f477ce,DoS,1
1141,143408,143409,8e9dfa26bdf0af9e,Generic,1
1142,111673,111674,14dfdb205a3e7eb2,Exploits,1
1143,60069,60070,9c6ef7342e5da8c8,Fuzzers,1
1144,61955,61956,9e040134b87099b8,Exploits,1
1145,127933,127934,bb6b3509a9c307c8,Generic,1
1146,155345,155346,cc93c720b2775551,Generic,1
1147,15508,15509,70a70a3824a09d6a,Normal,0
1148,144713,144714,be57f44151f65f35,Generic,1
1149,80786,80787,d63f4ea0bc9cd5a0,Reconnaissance,1
1150,92062,92063,c3b00f5afd381ff1,Analysis,1
1151,10855,10856,ee5ebda289fb755e,Normal,0
1152,41304,41305,e49687934d1bb3f0,Normal,0
1153,2255,2256,b126df281b49e1ad,Normal,0
1154,47201,47202,d4d557bd2aa36502,Normal,0
1155,120397,120398,1d1e6f28730171b4,Exploits,1
1156,93675,93676,2db5e29bce3ac5e1,Exploits,1
1157,118712,118713,b554ab565b04a234,Exploits,1
1158,33518,33519,901906cd3a0d02ea,Normal,0
1159,158438,158439,9cff3bfdc53be0c4,Exploits,1
1160,105582,105583,cd3344af2c3e0da9,Exploits,1
1161,53286,53287,2e93c019cf2e7581,Exploits,1
1162,152736,152737,64c1032aa61ae32d,Reconnaissance,1
1163,112124,112125,797ac36dab2d57f8,DoS,1
1164,68847,68848,dfb6e1631f061816,Backdoor,1
1165,105649,105650,9e56b3fa6ba06a1b,Exploits,1
1166,139823,139824,c7291ddd2f72959e,Generic,1
1167,46084,46085,688f49e5c1c7dda9,Normal,0
1168,172281,172282,9a2134cbbea090e8,Exploits,1
1169,64700,64701,33a421735e68e53c,DoS,1
1170,61453,61454,f155f69b1c192de0,Exploits,1
1171,8841,8842,7d81319c58881a84,Normal,0
1172,93772,93773,80845bbb8ab4030f,DoS,1
1173,43925,43926,955a192d39654993,Normal,0
1174,169445,169446,205247c03db12403,DoS,1
1175,76041,76042,2b3d2f8314cb3131,Normal,0
1176,40943,40944,060731e1454da8dd,Normal,0
1177,157809,157810,fb3e221b7c4d4c5d,Generic,1
1178,126112,126113,6e2beeacdb7a010d,Generic,1
1179,6351,6352,19a8a2b506d2cece,Normal,0
1180,74772,74773,83413baceea015c9,Exploits,1
1181,146934,146935,cdc83ff8099d23cc,Generic,1
1182,92610,92611,33d8b7c75ed343de,Fuzzers,1
1183,30766,30767,4c14ce70328a2b3d,Normal,0
1184,142524,142525,a56db53f304d604a,Generic,1
1185,60492,60493,5a96c428a52f9cdc,Exploits,1
1186,48522,48523,bb677c163b716441,Fuzzers,1
1187,3629,3630,ea60353973b448c3,Normal,0
1188,137340,137341,59891134d8756829,Exploits,1
1189,76650,76651,13a58e31872e072b,Fuzzers,1
1190,154526,154527,1e694334c25ac3d5,Generic,1
1191,32716,32717,4ed4174a141cbcd5,Normal,0
1192,13233,13234,f0b75456d3e8286a,Normal,0
1193,121309,121310,8d89d88cf64d9c16,Reconnaissance,1
1194,161742,161743,97ea523f183d3769,Reconnaissance,1
1195,36969,36970,d3857f982cd108be,Normal,0
1196,23249,23250,21f97502161dab08,Normal,0
1197,166350,166351,03feac75b5fe52fc,Generic,1
1198,22879,22880,909c64e3437034f4,Normal,0
1199,154261,154262,3536fef8598fb123,Generic,1
1200,174335,174336,09d8d9e2f8e45ca0,Generic,1
1201,146782,146783,441f232a30504157,Exploits,1
1202,59697,59698,a814688ca573675e,Exploits,1
1203,93538,93539,1cc877b4abcabe7c,Exploits,1
1204,158377,158378,9f0909b63aee4f5a,Generic,1
1205,81890,81891,16fbce2c72db796a,Exploits,1
1206,128213,128214,97e8b6440c81fa85,Generic,1
1207,74230,74231,9c4f8954e22a48e3,Reconnaissance,1
1208,75030,75031,33a421735e68e53c,Exploits,1
1209,84562,84563,218a92860e7e257d,Normal,0
1210,93172,93173,0ba6a9acd42d2bc8,DoS,1
1211,172227,172228,dcf35c1cbe75a471,Generic,1
1212,113872,113873,b6560ef86db5f6bb,Normal,0
1213,108123,108124,bb6b3509a9c307c8,Exploits,1
1214,124459,124460,3bebebf69264650b,Generic,1
1215,116391,116392,f1167e9e02b89b29,Exploits,1
1216,149953,149954,9c56ede58e22765f,Exploits,1
1217,131264,131265,c81303bce7ddb5ec,Fuzzers,1
1218,49969,49970,2878e5c6d4ef85ce,Backdoor,1
1219,174313,174314,34d5055c694a2e1a,Generic,1
1220,5027,5028,9732fbc864b54467,Normal,0
1221,136617,136618,ddda926f47077269,Generic,1
1222,66383,66384,c70bc8b84953431a,Normal,0
1223,58802,58803,ce089ab64a46715a,Exploits,1
1224,34284,34285,31d2926e89a3b3d2,Normal,0
1225,124350,124351,5f57eb929aaedc20,Reconnaissance,1
1226,94509,94510,c48e7eeba12441c1,Exploits,1
1227,54860,54861,7cec2092ea8eddef,Exploits,1
1228,60505,60506,af07e55a0d570c58,Reconnaissance,1
1229,70181,70182,2e057b745aa22ae8,Backdoor,1
1230,50336,50337,47d3f27662fd694a,Fuzzers,1
1231,2174,2175,a66f2df71ac99d98,Normal,0
1232,116738,116739,2bab7dfb693cc3d9,Exploits,1
1233,37498,37499,22e020c303ba2e3e,Normal,0
1234,97385,97386,9969dc27d9932740,Reconnaissance,1
1235,65138,65139,c0341e3350a2a356,Fuzzers,1
1236,66160,66161,1b0883d9530d78fb,Fuzzers,1
1237,2873,2874,ab794587976f0af1,Normal,0
1238,65636,65637,967cc3975c047872,Exploits,1
1239,82028,82029,987f6943cb0c531e,Exploits,1
1240,96884,96885,58ccb15a592f38d0,Exploits,1
1241,98125,98126,763f242210431ce5,Fuzzers,1
1242,120908,120909,efe59a5af64f7b12,Exploits,1
1243,166217,166218,1d8751ce07749352,Backdoor,1
1244,94650,94651,99e83c26539e943c,Exploits,1
1245,20405,20406,194d7f62ed5715a5,Normal,0
1246,149551,149552,039501cbd63ba11d,Generic,1
1247,16761,16762,de8b35c2da299f38,Normal,0
1248,98531,98532,e318f8d8bbf6387e,Fuzzers,1
1249,60915,60916,9c4f8954e22a48e3,Reconnaissance,1
1250,111667,111668,14dfdb205a3e7eb2,Exploits,1
1251,19137,19138,7e73581a7ad20b32,Normal,0
1252,84169,84170,9ece333e3ff8855f,Normal,0
1253,84948,84949,38375f237aa1811d,Fuzzers,1
1254,122534,122535,23da6121f7f4db20,Generic,1
1255,51021,51022,20cab37d01e8b8e4,Exploits,1
1256,105466,105467,6fcbaaf5089fdba3,Exploits,1
1257,146546,146547,32ed2007d85d27f1,Generic,1
1258,26018,26019,8e69ddd97cc03d0d,Normal,0
1259,63466,63467,a2879b7ae10771b0,Fuzzers,1
1260,110104,110105,b5aba2fbf365a49a,Normal,0
1261,104842,104843,fa1fd37a1d219313,Exploits,1
1262,144241,144242,1934a3b75b9759b3,Generic,1
1263,125189,125190,891abbfd45211c72,Exploits,1
1264,4782,4783,43f8d0a79051f20e,Normal,0
1265,48973,48974,1661a8183a1ff216,Reconnaissance,1
1266,110470,110471,ad6ad98264aaefac,DoS,1
1267,60179,60180,69a4bb1d8ca6076e,Fuzzers,1
1268,69170,69171,151a11c0438fcf21,Fuzzers,1
1269,76607,76608,bb1a807a84f2fd32,Exploits,1
1270,96326,96327,3197c8968b319a3b,DoS,1
1271,47817,47818,91cc214d004c2ee0,Normal,0
1272,150038,150039,6e421ff642e2e768,Generic,1
1273,124923,124924,3eeb6254216d3fb0,Generic,1
1274,101618,101619,4ce13e69d15a77bd,Normal,0
1275,12246,12247,50688f0d1e76a7bf,Normal,0
1276,62112,62113,6656f0225df881da,Reconnaissance,1
1277,119957,119958,1c05c61ef65581e8,Generic,1
1278,166317,166318,3eb43f9824c5ea1e,DoS,1
1279,84728,84729,395d409b6fb1066d,Exploits,1
1280,56907,56908,5ec48a2561e29e89,DoS,1
1281,54232,54233,ce089ab64a46715a,Exploits,1
1282,59874,59875,11cb835591642bb2,Exploits,1
1283,23479,23480,7e0ca511fbe190a7,Normal,0
1284,156940,156941,f50617117eea7218,Generic,1
1285,91370,91371,f895b9fe1fc9ad20,Analysis,1
1286,116701,116702,ea00cf4a59c2f8f9,Fuzzers,1
1287,149581,149582,8232dc198ee263d3,Exploits,1
1288,104213,104214,ad6ad98264aaefac,Exploits,1
1289,137491,137492,89133b2ce9e2ab60,Generic,1
1290,151201,151202,3957322c94d6b977,Exploits,1
1291,25211,25212,b06fdcbea9288bc7,Normal,0
1292,123921,123922,ed38fb8e4ae84443,Fuzzers,1
1293,15517,15518,3b0e7de32fa103b6,Normal,0
1294,47941,47942,18fa051853388f97,Analysis,1
1295,147388,147389,114fd8829a501d9d,Generic,1
1296,77186,77187,cf656feaca65a7f0,Exploits,1
1297,52119,52120,574c4342be0c2998,Exploits,1
1298,156235,156236,3536fef8598fb123,Generic,1
1299,127231,127232,e255e0649a97ed80,Generic,1
1300,13424,13425,414469e65931078e,Normal,0
1301,168973,168974,1d76401593b9e23a,Generic,1
1302,15681,15682,1db958a424f55ea6,Normal,0
1303,168330,168331,6eff3448f4a14c9a,Generic,1
1304,87447,87448,73bec58c07587148,DoS,1
1305,38861,38862,0323d4e0b5d40ff5,Normal,0
1306,133024,133025,6021e06238646561,Generic,1
1307,96077,96078,32836a2d8521bbc1,Exploits,1
1308,4939,4940,7d79952dcac150f7,Normal,0
1309,153690,153691,328c1ee74e2d5ba2,Generic,1
1310,102717,102718,1afb6d39721e7d44,Normal,0
1311,27804,27805,a502483c11e42c77,Normal,0
1312,86561,86562,2c8b091e25abc505,Exploits,1
1313,147833,147834,3b8e835d7aa8f098,Fuzzers,1
1314,38932,38933,fc96abeef046dc58,Normal,0
1315,170586,170587,34d5055c694a2e1a,Generic,1
1316,4884,4885,bd912050355f63ce,Normal,0
1317,156143,156144,6e421ff642e2e768,Generic,1
1318,73920,73921,82cdd69ce307dc50,Normal,0
1319,19244,19245,47000a6556bcc4a0,Normal,0
1320,74445,74446,137915cc28c711ed,Fuzzers,1
1321,148921,148922,36aa1027af17d05e,Generic,1
1322,86429,86430,4bce57c0ffb42e66,Exploits,1
1323,92028,92029,39169745f4337db9,Normal,0
1324,141196,141197,1dd27bbf54731f58,Generic,1
1325,54222,54223,66fae0cd516802c7,Fuzzers,1
1326,101227,101228,3776c31b95b92265,Fuzzers,1
1327,150325,150326,e36861a1ec1e120f,Generic,1
1328,172232,172233,dcf35c1cbe75a471,Generic,1
1329,95519,95520,e8da0c5f54f87602,Fuzzers,1
1330,126697,126698,801a2cc3e6a9a317,Generic,1
1331,126154,126155,90fa9ed21b670d40,Generic,1
1332,57795,57796,2ce363d92be138ea,DoS,1
1333,64081,64082,b4e3e127f9e4b59b,Exploits,1
1334,33309,33310,f7016aa2af91bc20,Normal,0
1335,130981,130982,d258900ef9f9f8da,Generic,1
1336,10373,10374,7a829e29326687c9,Normal,0
1337,159872,159873,16fc362cfe6c05ff,Generic,1
1338,94287,94288,0ba6a9acd42d2bc8,Exploits,1
1339,84343,84344,0da5187812d34d76,Exploits,1
1340,12297,12298,e94864fc760b7d88,Normal,0
1341,575,576,716d876064d8dd0a,Normal,0
1342,174602,174603,24e9be7d0408a95d,Generic,1
1343,96591,96592,c3d06f6d75c541db,Reconnaissance,1
1344,52185,52186,aaba5ca287a3577b,Exploits,1
1345,12210,12211,1912186672844984,Normal,0
1346,53837,53838,6de8231254bac9a3,DoS,1
1347,97186,97187,ab3db1214bf69ebc,Exploits,1
1348,132866,132867,36aa1027af17d05e,Generic,1
1349,167723,167724,42775522c01e442c,Generic,1
1350,71299,71300,acbdc25df13cdbbd,Normal,0
1351,119656,119657,4f64d7fc390f7240,Exploits,1
1352,145038,145039,1bffd05e847fe0ba,Generic,1
1353,128608,128609,6cd6c74c509c3d31,Exploits,1
1354,71430,71431,4adf19f3975a3705,Exploits,1
1355,60694,60695,003530773ac9c124,Fuzzers,1
1356,161638,161639,8593d85e18100f5a,Generic,1
1357,9488,9489,aff3efd92370c520,Normal,0
1358,80369,80370,101d920026ef9b9a,Exploits,1
1359,142418,142419,6db39656ba303478,Generic,1
1360,79234,79235,3e0586d568f0f182,Exploits,1
1361,38704,38705,fb20bf970817a4b5,Normal,0
1362,103636,103637,a318b56883dbd5a2,Reconnaissance,1
1363,75794,75795,1fcaf926ddb48cac,Exploits,1
1364,34127,34128,f8bbe4aa7271427a,Normal,0
1365,27496,27497,3477ca729f40e658,Normal,0
1366,137079,137080,ede3ac1e5ee512c0,DoS,1
1367,106251,106252,84453bf30add5ca4,Exploits,1
1368,18033,18034,e9bd11eec5b8e927,Normal,0
1369,63985,63986,be422f1b87afbfeb,Exploits,1
1370,93255,93256,cdd4ab91895bec54,DoS,1
1371,50709,50710,eef6ef2bb0aa8755,Exploits,1
1372,19198,19199,2e88538bb2758a32,Normal,0
1373,95865,95866,c3b00f5afd381ff1,DoS,1
1374,76999,77000,948bd8ec6451053d,Exploits,1
1375,101933,101934,6f82597fed46e409,Exploits,1
1376,12690,12691,1d0f0c58d569c379,Normal,0
1377,123046,123047,5cc92a91b8c7a375,Exploits,1
1378,140362,140363,11ec238828f84d1b,Generic,1
1379,48209,48210,600e7705a218f0d1,Analysis,1
1380,47345,47346,ac448a17f1715d35,Normal,0
1381,74675,74676,56714a8a3cb7028f,Exploits,1
1382,8736,8737,f4296105e52035a5,Normal,0
1383,115795,115796,18b8e34e8a425636,Exploits,1
1384,51556,51557,e71b4426a4c29a8e,Exploits,1
1385,159238,159239,2365f5719c9f6f7a,Generic,1
1386,70653,70654,052a4edf8f908b60,Exploits,1
1387,3614,3615,381b996eb6ec7add,Normal,0
1388,57009,57010,b440c813bbfcadc2,Exploits,1
1389,169026,169027,27b1b7951491719f,Generic,1
1390,48223,48224,200be17ade49fc05,Analysis,1
1391,94081,94082,51c63cf6d55bd253,Fuzzers,1
1392,114540,114541,97bc6e9258ef4f1b,Fuzzers,1
1393,112251,112252,da48dd41d6a2aaa5,Exploits,1
1394,91288,91289,b2d1b4121a041663,Exploits,1
1395,102732,102733,4a7966a161f22673,Reconnaissance,1
1396,109910,109911,a520dd4de85ba356,Exploits,1
1397,88846,88847,f22a384df499861c,Fuzzers,1
1398,134410,134411,e3a47c1501a97c16,Reconnaissance,1
1399,12589,12590,5ab0edd20cb291d5,Normal,0
1400,116974,116975,eefcd035d2c9e508,Reconnaissance,1
1401,13577,13578,3b6cbdf817491422,Normal,0
1402,44097,44098,7ca0bed3122e3688,Normal,0
1403,51697,51698,11f1e1d07471bf34,DoS,1
1404,66534,66535,fb42bb6a9a87e74c,Exploits,1
1405,14517,14518,210cae2535ffb06b,Normal,0
1406,48124,48125,e9f17856d011467f,Analysis,1
1407,124776,124777,16535c791effa896,Generic,1
1408,17446,17447,d2dc03d254bb2ee4,Normal,0
1409,59686,59687,0cb94d18a68c6f12,Exploits,1
1410,34535,34536,0ecb4108e075a2ec,Normal,0
1411,44236,44237,dc8b8c51d2cdfd19,Normal,0
1412,55189,55190,e68d55ab32481689,Exploits,1
1413,152358,152359,8d36f524d717966f,Reconnaissance,1
1414,31731,31732,ba07f808d36f21a8,Normal,0
1415,24068,24069,4a0c128aee508364,Normal,0
1416,49796,49797,464633b44e588cdc,Fuzzers,1
1417,164435,164436,91581cd1051da78f,Generic,1
1418,32196,32197,80d805967858a7a3,Normal,0
1419,163930,163931,09c4fc552b33db10,DoS,1
1420,47913,47914,4f5f937542877762,Backdoor,1
1421,168827,168828,adacb8f413559855,Generic,1
1422,30900,30901,313bcdc2e8b3335b,Normal,0
1423,162275,162276,59e2c1fcf58f458e,Generic,1
1424,29832,29833,7f87b66d05280f98,Normal,0
1425,59116,59117,94d87dcbf586fe8a,Exploits,1
1426,6553,6554,7daf0808242f22f1,Normal,0
1427,116227,116228,b69fbcb393b7f659,Exploits,1
1428,52402,52403,b82825e68fa7faec,Exploits,1
1429,162590,162591,3603fa7e13ea4fb5,Generic,1
1430,108811,108812,4102a82f271d9169,Normal,0
1431,31245,31246,275d4f5efb88a23e,Normal,0
1432,116032,116033,35cb8793971b661d,Exploits,1
1433,20433,20434,7f0064504819532a,Normal,0
1434,72571,72572,624f343992ba90f5,Fuzzers,1
1435,26935,26936,901419362e9b2dc1,Normal,0
1436,84777,84778,67f1c7a3314d651f,Fuzzers,1
1437,105766,105767,301a7fccd454c72b,Exploits,1
1438,119080,119081,f01e5ce4bc1b458f,Generic,1
1439,119747,119748,edaacbe888f1354e,Generic,1
1440,99118,99119,d4ab636437f370af,Exploits,1
1441,173133,173134,cfcbaf774dd88534,DoS,1
1442,150324,150325,a56db53f304d604a,Generic,1
1443,128888,128889,55010927e99e9770,Reconnaissance,1
1444,167070,167071,07b456eb0d813fed,DoS,1
1445,138669,138670,0344b8c1dbcf00f2,Generic,1
1446,127060,127061,c57283d347ba7d03,Generic,1
1447,115408,115409,86a05280b9898bde,Fuzzers,1
1448,90286,90287,728b3c89e1a7f742,Exploits,1
1449,127788,127789,6df2cdceb871bedb,Exploits,1
1450,68382,68383,a7a8136ea5dca06d,Reconnaissance,1
1451,155606,155607,103fb17cb189304c,Generic,1
1452,37837,37838,77b8c6c59d2927f2,Normal,0
1453,67024,67025,f9d6707738bacd8c,DoS,1
1454,38242,38243,74fdce917c13de27,Normal,0
1455,105515,105516,6a575352e244f547,Exploits,1
1456,9158,9159,395f95157f737c18,Normal,0
1457,937,938,07ed046e0eff9950,Normal,0
1458,84381,84382,440f0162759ea1c9,Normal,0
1459,147747,147748,77d312846b0d59c3,Generic,1
1460,46641,46642,a8f89b3fa69d9a6b,Normal,0
1461,56476,56477,a9f70961474288a0,DoS,1
1462,157394,157395,34d5055c694a2e1a,Generic,1
1463,84335,84336,0da5187812d34d76,Reconnaissance,1
1464,108672,108673,489146c862c4d9b4,DoS,1
1465,81961,81962,b8d90ed6bcdf7fa8,Normal,0
1466,91,92,68ea48ce82865fff,Normal,0
1467,38675,38676,e0ef92fad19063e3,Normal,0
1468,55745,55746,96cd421adba225e0,Exploits,1
1469,60340,60341,4434e1936251a753,Reconnaissance,1
1470,119406,119407,c5d31cb7fa97cb30,Generic,1
1471,172563,172564,70d91fb75dda1c3d,Generic,1
1472,128408,128409,a56db53f304d604a,Generic,1
1473,108600,108601,192a9959577cb977,Normal,0
1474,86968,86969,90b3605534629856,Fuzzers,1
1475,158225,158226,895e5aab8b0b47e1,Generic,1
1476,2214,2215,a9150a27a0e0a8e3,Normal,0
1477,147070,147071,3b2bd7097d65f290,Generic,1
1478,83599,83600,11f83241bc291c3e,DoS,1
1479,117014,117015,c9ca187e134a143a,Exploits,1
1480,137312,137313,d32818c5be8ba959,Fuzzers,1
1481,26877,26878,45d6f1ca551271f7,Normal,0
1482,37116,37117,4d3bdd4c20002b4a,Normal,0
1483,82153,82154,7d5815a85e35cd2d,Exploits,1
1484,20748,20749,2e2615f863951a3f,Normal,0
1485,97211,97212,8ef232b987e446d6,Fuzzers,1
1486,89119,89120,5db48b18c42b1c58,Normal,0
1487,122720,122721,1e121e5633be1048,Generic,1
1488,12324,12325,b03cf9ab8019f5b4,Normal,0
1489,147272,147273,a22e2436bf9701c1,Generic,1
1490,156422,156423,e99dfdafac5f5caf,Generic,1
1491,102088,102089,3c33cc68af68e9d2,Fuzzers,1
1492,17197,17198,000717e165b97a9f,Normal,0
1493,85981,85982,e8809f76271df461,Exploits,1
1494,115781,115782,ed8ac9ea1afff544,Normal,0
1495,90903,90904,164bb8cdf2da1004,Fuzzers,1
1496,133961,133962,02ac7f4200f372f7,Generic,1
1497,165598,165599,fe02c3d131baffde,Generic,1
1498,92071,92072,a9eb8ece621faec1,Fuzzers,1
1499,76603,76604,bb1a807a84f2fd32,DoS,1
1500,2101,2102,6ab30e172ef6cb0f,Normal,0
1501,127889,127890,0b61614a45765a39,Generic,1
1502,65165,65166,3b6923dccd35c9e1,Reconnaissance,1
1503,15310,15311,4ba98013072dd7e6,Normal,0
1504,157403,157404,4500a00d77fb8bdf,Generic,1
1505,56893,56894,5ec48a2561e29e89,Exploits,1
1506,90768,90769,73b2f121c061e54c,Exploits,1
1507,49083,49084,c551d0ad2dd81dd9,Fuzzers,1
1508,37714,37715,8f8032270c305771,Normal,0
1509,12825,12826,332cffd4805f9ade,Normal,0
1510,23906,23907,9e3690ca524a30cb,Normal,0
1511,174085,174086,4ca0621163e33154,Reconnaissance,1
1512,120228,120229,c6eab365d8d9795b,DoS,1
1513,127466,127467,e2328e6c00ddabba,Reconnaissance,1
1514,93214,93215,6a5b4f1d3e9c09e6,Exploits,1
1515,104710,104711,636416e3f0032d92,DoS,1
1516,35035,35036,c615afbfa1560468,Normal,0
1517,114545,114546,97bc6e9258ef4f1b,Exploits,1
1518,106934,106935,af962a26167c9c4a,Exploits,1
1519,114761,114762,d6f13359409b8995,Fuzzers,1
1520,101397,101398,2bccc24440842ac9,Fuzzers,1
1521,92074,92075,a9eb8ece621faec1,DoS,1
1522,121368,121369,7455afd5c510fdea,Exploits,1
1523,57340,57341,94d87dcbf586fe8a,Reconnaissance,1
1524,144864,144865,bc712958d818704b,Generic,1
1525,151524,151525,019e9e11a189ae61,Generic,1
1526,103167,103168,0dca40c9be7729ac,Fuzzers,1
1527,167563,167564,6161b341591f33e8,Fuzzers,1
1528,43213,43214,e0208840811be112,Normal,0
1529,33100,33101,6c15339ab2b5c4df,Normal,0
1530,116261,116262,2bab7dfb693cc3d9,DoS,1
1531,41429,41430,a2ed92a37cbcc342,Normal,0
1532,30279,30280,b4226cc8ea397911,Normal,0
1533,86224,86225,33ef818692ee4c7e,Fuzzers,1
1534,64347,64348,73f92a967507c78a,Exploits,1
1535,170410,170411,58278c295fd74cbb,Exploits,1
1536,19179,19180,78dcf76e2b0783af,Normal,0
1537,149749,149750,dec06037c3ad4726,Generic,1
1538,13332,13333,eb218f9376ef4f57,Normal,0
1539,109313,109314,976435402b39c877,Normal,0
1540,173081,173082,f01e5ce4bc1b458f,Generic,1
1541,20441,20442,aba2c78e1acb6db1,Normal,0
1542,2188,2189,42db4530d38e5c7c,Normal,0
1543,32860,32861,aaebc9d594997987,Normal,0
1544,4869,4870,70bc430081442b1b,Normal,0
1545,136329,136330,afff9a8b03369b6e,Exploits,1
1546,118089,118090,a45370191033e06f,Reconnaissance,1
1547,153757,153758,bc712958d818704b,Generic,1
1548,149604,149605,82bf08e64a09574b,Generic,1
1549,90118,90119,0d55792dbbd03201,Fuzzers,1
1550,42877,42878,0167fd39a0001b72,Normal,0
1551,87134,87135,40010751933fec35,Reconnaissance,1
1552,47437,47438,b0810ed540febaff,Normal,0
1553,39267,39268,a62783bed3d6a6a9,Normal,0
1554,38579,38580,0bb25e33a405b715,Normal,0
1555,168447,168448,78583c6070018a7a,DoS,1
1556,113766,113767,2b8122a80b56057c,Fuzzers,1
1557,101396,101397,1a3e022e2b9e1916,Exploits,1
1558,50077,50078,7ebfcede12536dab,Worms,1
1559,22710,22711,13fb4a3f454998e2,Normal,0
1560,102628,102629,c8e1bfb9fb15c3ac,Exploits,1
1561,172861,172862,59baa75cb4b774e8,Generic,1
1562,151919,151920,e0369b6797b64e36,Generic,1
1563,13936,13937,aceb8c1b145e5769,Normal,0
1564,136354,136355,837887a94cd3a770,Reconnaissance,1
1565,94536,94537,c357a9609907a0a7,Reconnaissance,1
1566,174536,174537,37fa1d67b353e683,Generic,1
1567,98846,98847,39531f7293788725,Exploits,1
1568,122708,122709,c57283d347ba7d03,Generic,1
1569,46272,46273,d879278de2b5bb91,Normal,0
1570,117888,117889,080def70f395d54f,Exploits,1
1571,168186,168187,ff9d50fa7d901bc2,Fuzzers,1
1572,91227,91228,4e80ca8708a6fc9f,Normal,0
1573,141471,141472,205247c03db12403,Analysis,1
1574,137296,137297,069925d8463f182a,Backdoor,1
1575,102228,102229,b5c669b964c43938,Analysis,1
1576,162611,162612,31e59fc680576ea0,Generic,1
1577,148976,148977,4ac8d46b69c91c2d,Generic,1
1578,50388,50389,34b652ebdf3615d1,Fuzzers,1
1579,78209,78210,cf656feaca65a7f0,DoS,1
1580,97407,97408,e2475dcc0ca8e372,Fuzzers,1
1581,156990,156991,11519ee3e0fa6b70,Generic,1
1582,53322,53323,9c4f8954e22a48e3,Reconnaissance,1
1583,30412,30413,b93045f0936eb554,Normal,0
1584,20494,20495,bca7d358a73c2876,Normal,0
1585,75544,75545,e3156320cfdca1f8,Backdoor,1
1586,61999,62000,339950f7a9f881d6,Exploits,1
1587,22497,22498,ea66e0f5e541fc4e,Normal,0
1588,175096,175097,f9a7b4df2d80ffca,Generic,1
1589,105940,105941,8ce3eb7916e595b8,Normal,0
1590,61025,61026,b856cc6440a8bbcd,Fuzzers,1
1591,110700,110701,32f252ea61747fc7,Normal,0
1592,91880,91881,c878325d4baaf7c2,Analysis,1
1593,81429,81430,ef22976c403ffe1a,DoS,1
1594,126915,126916,0da11d3d4fab1f08,Generic,1
1595,159151,159152,c07106b43c3e4a1a,Fuzzers,1
1596,101622,101623,4eb516efcff566ea,Exploits,1
1597,126740,126741,923cf29eedb980d2,Generic,1
1598,125033,125034,fa2a76935f4662fa,Exploits,1
1599,108932,108933,d7cdf83525c6e8ab,Exploits,1
1600,28416,28417,a57d64085fe94bee,Normal,0
1601,9699,9700,d6636f6aeb43b29c,Normal,0
1602,55975,55976,d309aae9f006dbb5,Exploits,1
1603,60341,60342,7811011baa8468d2,Exploits,1
1604,32168,32169,398db4b07a6bdb51,Normal,0
1605,101138,101139,9bd8637a35f20062,Fuzzers,1
1606,174185,174186,5837338f750e3e25,Generic,1
1607,124274,124275,a6ce1bb796b0a833,Fuzzers,1
1608,7340,7341,33710867be73b360,Normal,0
1609,153712,153713,e7439bdaf4f781ba,Generic,1
