source_row_index,source_id,attack_cat,label,feature_group_hex,fold,split
6906,6907,Normal,0,2014a9bc314dd097,4,scheduler_train
6907,6908,Normal,0,dad127d23460ecb4,1,model_train
6908,6909,Normal,0,966a6f464679835c,0,model_train
6909,6910,Normal,0,7f1972d0178244d5,2,model_train
6910,6911,Normal,0,9cca48c7ea9b1eaa,3,validation
6911,6912,Normal,0,623ad7a1182b80f6,2,model_train
6912,6913,Normal,0,8822373a3ce26b83,2,model_train
6913,6914,Normal,0,40902c4743b688cd,1,model_train
6914,6915,Normal,0,b52aa6c264b37562,1,model_train
6915,6916,Normal,0,a0ffc86953b526ae,3,validation
6916,6917,Normal,0,425eb609e03d8028,2,model_train
6917,6918,Normal,0,703d0516221ba34d,0,model_train
6918,6919,Normal,0,4bc11f7145cbd327,0,model_train
6919,6920,Normal,0,298242cc8dc5530c,2,model_train
6920,6921,Normal,0,2258911fe361c376,2,model_train
6921,6922,Normal,0,323a8ca595e9c74a,1,model_train
6922,6923,Normal,0,4d41558f7e394423,1,model_train
6923,6924,Normal,0,0ee33ff8941d92e7,3,validation
6924,6925,Normal,0,33e8413f6220e48f,1,model_train
6925,6926,Normal,0,fe8577f71516e10e,1,model_train
6926,6927,Normal,0,b6416c5fecadd407,1,model_train
6927,6928,Normal,0,f81d0c04016090c9,2,model_train
6928,6929,Normal,0,183be82ac9572eca,3,validation
6929,6930,Normal,0,7a42fcac43c41c9e,1,model_train
6930,6931,Normal,0,7e49bcad41fc9c11,0,model_train
6931,6932,Normal,0,77630a49b65371d8,2,model_train
6932,6933,Normal,0,1602f2cef2c83425,0,model_train
6933,6934,Normal,0,1cb717b6b742bf58,2,model_train
6934,6935,Normal,0,27e472d1db1b3925,3,validation
6935,6936,Normal,0,201b31157a42f097,4,scheduler_train
6936,6937,Normal,0,2c3fad0758411bbf,2,model_train
6937,6938,Normal,0,3023b4d8c9635fe2,0,model_train
6938,6939,Normal,0,767827414135a26c,0,model_train
6939,6940,Normal,0,5afeb84296e996f4,3,validation
6940,6941,Normal,0,7364785114bf2562,4,scheduler_train
6941,6942,Normal,0,4f69514374b21961,4,scheduler_train
6942,6943,Normal,0,6b388c4b7470b569,1,model_train
6943,6944,Normal,0,ac7212506c385af1,0,model_train
6944,6945,Normal,0,3b380cc786848360,2,model_train
6945,6946,Normal,0,db55e5a886e49a9b,3,validation
6946,6947,Normal,0,67d34c59edd71d2c,1,model_train
6947,6948,Normal,0,d9a87dabd07aaea0,0,model_train
6948,6949,Normal,0,b3d4186d832ca254,1,model_train
6949,6950,Normal,0,905834779a8d697f,2,model_train
6950,6951,Normal,0,80e3472dcecdf3a6,4,scheduler_train
6951,6952,Normal,0,38696600e36eb721,1,model_train
6952,6953,Normal,0,a37bd89def0fa545,0,model_train
6953,6954,Normal,0,a8d25630ebd04165,4,scheduler_train
6954,6955,Normal,0,f6e96b578472f5ae,0,model_train
6955,6956,Normal,0,f9b922680ff1cc6e,0,model_train
6956,6957,Normal,0,465830fd1d034a08,4,scheduler_train
6957,6958,Normal,0,a271b581da9698db,4,scheduler_train
6958,6959,Normal,0,386ae4297b3299bc,4,scheduler_train
6959,6960,Normal,0,86a7c91374411f55,3,validation
6960,6961,Normal,0,a7b12fecc74525e2,3,validation
6961,6962,Normal,0,9999ad54fea5caba,2,model_train
6962,6963,Normal,0,9f761d5bc81e61c9,0,model_train
6963,6964,Normal,0,2f0136abfe34daca,0,model_train
6964,6965,Normal,0,def83ba806ee1b9b,0,model_train
6965,6966,Normal,0,e5db9800bc4382ef,2,model_train
6966,6967,Normal,0,6327718ae3c246a5,0,model_train
6967,6968,Normal,0,f3d373607328b97c,0,model_train
6968,6969,Normal,0,07306792351113b4,2,model_train
6969,6970,Normal,0,cfa504f5b1b63f35,3,validation
6970,6971,Normal,0,5f37cfbe1e1e3c60,2,model_train
6971,6972,Normal,0,3c736908aaf53710,0,model_train
6972,6973,Normal,0,6b0baf192255e803,0,model_train
6973,6974,Normal,0,3cec582bd4df7389,3,validation
6974,6975,Normal,0,518999333893feeb,2,model_train
6975,6976,Normal,0,eda896e968058d47,1,model_train
6976,6977,Normal,0,b311179149e3212c,0,model_train
6977,6978,Normal,0,513dd8fe3f6435a3,4,scheduler_train
6978,6979,Normal,0,690ee806ff1aa4c3,4,scheduler_train
6979,6980,Normal,0,436f8b1d030b5625,1,model_train
6980,6981,Normal,0,286bfaddb36d329f,3,validation
6981,6982,Normal,0,9be8c32bfdcfe272,3,validation
6982,6983,Normal,0,2ffad0fbeb89ad0b,3,validation
6983,6984,Normal,0,b11475c184bdc652,4,scheduler_train
6984,6985,Normal,0,56f2cc91ae7e62f8,1,model_train
6985,6986,Normal,0,ca2edb0292fcee56,3,validation
6986,6987,Normal,0,dfa7968a62d623f1,3,validation
6987,6988,Normal,0,8c3e868ab1c517fb,1,model_train
6988,6989,Normal,0,6fdb9f3ce19bf89f,1,model_train
6989,6990,Normal,0,07c2b8134b878089,2,model_train
6990,6991,Normal,0,181f134a327d2f32,3,validation
6991,6992,Normal,0,85c4990cc5238bc7,3,validation
6992,6993,Normal,0,cc17090ce409dc28,2,model_train
6993,6994,Normal,0,e085eee50a6b3603,2,model_train
6994,6995,Normal,0,192c1a4da20ee856,2,model_train
6995,6996,Normal,0,b9910c5feaf6fdb0,1,model_train
6996,6997,Normal,0,cb6da89e787adbd9,0,model_train
6997,6998,Normal,0,bfcd080ce7a7b70d,1,model_train
6998,6999,Normal,0,388748667ce960ff,2,model_train
6999,7000,Normal,0,29f221c78100a8cf,1,model_train
7000,7001,Normal,0,aad71656078ec2f2,4,scheduler_train
7001,7002,Normal,0,0355e28b0b8b4d00,2,model_train
7002,7003,Normal,0,d8458871d4ef622e,2,model_train
7003,7004,Normal,0,4bea4d7a60e8226c,4,scheduler_train
7004,7005,Normal,0,948a5479896c0734,2,model_train
7005,7006,Normal,0,7b9d6f8ec26f79ee,2,model_train
7006,7007,Normal,0,4bcc4133db67f0c2,0,model_train
7007,7008,Normal,0,edf21bb746075dc5,1,model_train
7008,7009,Normal,0,29906c489a463464,0,model_train
7009,7010,Normal,0,c81edc57f14fb7b0,2,model_train
7010,7011,Normal,0,23c4977889a13d66,0,model_train
7011,7012,Normal,0,23c103bad9fd579b,1,model_train
7012,7013,Normal,0,160bb0f8e51d8d7f,4,scheduler_train
7013,7014,Normal,0,5cb268633fb675b7,2,model_train
7014,7015,Normal,0,b7426a72518fc374,4,scheduler_train
7015,7016,Normal,0,a33ca3f840cf5f6b,4,scheduler_train
7016,7017,Normal,0,81387517948f2c59,2,model_train
7017,7018,Normal,0,c5f60552fe8439d9,1,model_train
7018,7019,Normal,0,76a30600ab04edcd,1,model_train
7019,7020,Normal,0,ad7579a7d108c298,0,model_train
7020,7021,Normal,0,bda59ce582f22e16,2,model_train
7021,7022,Normal,0,e944a23bd62c6db4,4,scheduler_train
7022,7023,Normal,0,050554f0a7df5f10,3,validation
7023,7024,Normal,0,c5a872636c240f11,2,model_train
7024,7025,Normal,0,34d13b7caabfeaa0,2,model_train
7025,7026,Normal,0,467881d7ae691bae,2,model_train
7026,7027,Normal,0,b29ecea37616cc1c,2,model_train
7027,7028,Normal,0,c05df348f68c1ef2,0,model_train
7028,7029,Normal,0,269976ee6708b14c,3,validation
7029,7030,Normal,0,c6190a9d18cc73e8,1,model_train
7030,7031,Normal,0,e5b6a25fcfd1b09a,4,scheduler_train
7031,7032,Normal,0,8e035bc581c5335b,1,model_train
7032,7033,Normal,0,24c49f84b50d4a36,0,model_train
7033,7034,Normal,0,424fa3cb3babc7d8,3,validation
7034,7035,Normal,0,ea4d2eb25c575889,2,model_train
7035,7036,Normal,0,34ae3303fba61385,2,model_train
7036,7037,Normal,0,1f1ac746b6ef1869,1,model_train
7037,7038,Normal,0,4feaa2e2da2da366,3,validation
7038,7039,Normal,0,ccf0740868f512a8,2,model_train
7039,7040,Normal,0,c1515fa84cc3174b,3,validation
7040,7041,Normal,0,3121bc455c9edc6c,1,model_train
7041,7042,Normal,0,97312c3e1955a77d,1,model_train
7042,7043,Normal,0,21f0f835083fb35c,2,model_train
7043,7044,Normal,0,aed57bdba7c4cce0,2,model_train
7044,7045,Normal,0,30447d4c6ce0a3a6,0,model_train
7045,7046,Normal,0,8aa6e834d4ed1ced,3,validation
7046,7047,Normal,0,b691c74c9aba4657,0,model_train
7047,7048,Normal,0,ae6af576df229fa2,0,model_train
7048,7049,Normal,0,a2bc64564ca198c4,1,model_train
7049,7050,Normal,0,3cd945fd2010aafd,3,validation
7050,7051,Normal,0,0d8bea9c96f1f79e,0,model_train
7051,7052,Normal,0,827080ff0b0bc85b,1,model_train
7052,7053,Normal,0,5e24045e16c77609,3,validation
7053,7054,Normal,0,2cf7a36dc60ad4de,0,model_train
7054,7055,Normal,0,bdbc62e7c858a74c,1,model_train
7055,7056,Normal,0,8261bc27a6be118d,4,scheduler_train
7056,7057,Normal,0,127eefa5f87ac3e3,0,model_train
7057,7058,Normal,0,425e6bc17d05e3ed,2,model_train
7058,7059,Normal,0,71187205d85bae1e,0,model_train
7059,7060,Normal,0,3cd945fd2010aafd,3,validation
7060,7061,Normal,0,9c4457d3a6766fd5,4,scheduler_train
7061,7062,Normal,0,7a77c7c5199178c3,3,validation
7062,7063,Normal,0,0dbf4e96833d2d79,2,model_train
7063,7064,Normal,0,4b05d17c01ee5152,2,model_train
7064,7065,Normal,0,800f3d1a89f52a21,4,scheduler_train
7065,7066,Normal,0,c48187b2eb1d46aa,2,model_train
7066,7067,Normal,0,dc0596721fd3eb05,1,model_train
7067,7068,Normal,0,cee0e5e98cea94f3,0,model_train
7068,7069,Normal,0,79a7aa6eef2200d2,1,model_train
7069,7070,Normal,0,c6f16ba2be5116d9,4,scheduler_train
7070,7071,Normal,0,9e9d932d44c771d9,1,model_train
7071,7072,Normal,0,04b128018492706a,1,model_train
7072,7073,Normal,0,b146e9bf6080777c,2,model_train
7073,7074,Normal,0,eafdc8d7a2602804,1,model_train
7074,7075,Normal,0,fe14b2bcd130c379,0,model_train
7075,7076,Normal,0,6bd2a30fa55dbc9b,1,model_train
7076,7077,Normal,0,c257df6f34a7bb0f,0,model_train
7077,7078,Normal,0,f15ea78973be783c,0,model_train
7078,7079,Normal,0,47d8520d4120fd42,1,model_train
7079,7080,Normal,0,bf71603220f8cfb4,0,model_train
7080,7081,Normal,0,fb11b6b12fc7d088,3,validation
7081,7082,Normal,0,7e3add5d659a1a7a,4,scheduler_train
7082,7083,Normal,0,6a775ffa0134a05b,2,model_train
7083,7084,Normal,0,8de6ef0cc9c4ce6d,4,scheduler_train
7084,7085,Normal,0,97723bddf4f6c817,1,model_train
7085,7086,Normal,0,94e80b2a02e5abcb,1,model_train
7086,7087,Normal,0,115ea0af0a5fa928,1,model_train
7087,7088,Normal,0,4ae51b43daec33b1,4,scheduler_train
7088,7089,Normal,0,87ef9bafb1b44b15,4,scheduler_train
7089,7090,Normal,0,a8b5f20875553f36,2,model_train
7090,7091,Normal,0,5fb390a7e95c058e,2,model_train
7091,7092,Normal,0,5fa7f8d0e3cf425c,3,validation
7092,7093,Normal,0,b543dc558c8ae0a7,4,scheduler_train
7093,7094,Normal,0,1e9f09419f560b61,3,validation
7094,7095,Normal,0,97effe875130f834,1,model_train
7095,7096,Normal,0,3d5328de229fbbbb,1,model_train
7096,7097,Normal,0,905530910e094129,3,validation
7097,7098,Normal,0,e3c7ed77f04ce0f3,2,model_train
7098,7099,Normal,0,af93c0c3d322e297,3,validation
7099,7100,Normal,0,e0530638047671a6,1,model_train
7100,7101,Normal,0,aab23b4a6fa45239,3,validation
7101,7102,Normal,0,c1a63921edca7307,1,model_train
7102,7103,Normal,0,8fdbbce81414a1bd,3,validation
7103,7104,Normal,0,e9196ed8f0b9c5b8,0,model_train
7104,7105,Normal,0,27dd7006d72a756c,4,scheduler_train
7105,7106,Normal,0,8bdd0de54d2d13b1,0,model_train
7106,7107,Normal,0,1dbe1076328ec3a2,3,validation
7107,7108,Normal,0,b5af6e22b2bd6ac8,2,model_train
7108,7109,Normal,0,446c7bee21b9e442,1,model_train
7109,7110,Normal,0,9b21f693df1e3e3b,1,model_train
7110,7111,Normal,0,a35b558d3f704d5c,3,validation
7111,7112,Normal,0,61d9ea17cbee3b13,3,validation
7112,7113,Normal,0,a822e5aa46bc978d,3,validation
7113,7114,Normal,0,051f352307a7875c,3,validation
7114,7115,Normal,0,6c03c181c670db3f,4,scheduler_train
7115,7116,Normal,0,ea19b1ea6480cc6f,1,model_train
7116,7117,Normal,0,a9af99d9c92b25d3,0,model_train
7117,7118,Normal,0,b8694224b5bc293a,1,model_train
7118,7119,Normal,0,25b4a5bf703da495,3,validation
7119,7120,Normal,0,a06383f8e1e43a4c,3,validation
7120,7121,Normal,0,ea1701bb33d42278,2,model_train
7121,7122,Normal,0,3797f56d6d69972f,1,model_train
7122,7123,Normal,0,5105e133d58e6aa2,2,model_train
7123,7124,Normal,0,21f7fe2ce7d9950f,3,validation
7124,7125,Normal,0,534c1df79379d287,2,model_train
7125,7126,Normal,0,df3156cafd4c8bfe,3,validation
7126,7127,Normal,0,e9a81ba767ab4eb1,0,model_train
7127,7128,Normal,0,f95cd83ae60d2e5e,4,scheduler_train
7128,7129,Normal,0,a3d364fcb84105d1,3,validation
7129,7130,Normal,0,ac8235b67df37d1a,1,model_train
7130,7131,Normal,0,037c714ac6433ab3,4,scheduler_train
7131,7132,Normal,0,92664ca8a61fe8d1,2,model_train
7132,7133,Normal,0,1ba281908bdaaf76,4,scheduler_train
7133,7134,Normal,0,9ad27e0bac189228,1,model_train
7134,7135,Normal,0,c79fe7b30ef8dd5b,2,model_train
7135,7136,Normal,0,e209832f882c0d29,4,scheduler_train
7136,7137,Normal,0,8427aa6a40e2588f,3,validation
7137,7138,Normal,0,21abae52e69c06b6,3,validation
7138,7139,Normal,0,9bee3d0e9bc663bf,4,scheduler_train
7139,7140,Normal,0,e4ff022928060654,4,scheduler_train
7140,7141,Normal,0,5f1fadf49376dcf4,2,model_train
7141,7142,Normal,0,70484e8e13fc91c6,4,scheduler_train
7142,7143,Normal,0,ad33933200976a88,3,validation
7143,7144,Normal,0,df7bfb058b9336ec,1,model_train
7144,7145,Normal,0,28d835f334db8cfb,4,scheduler_train
7145,7146,Normal,0,f1f897a2211d67e9,4,scheduler_train
7146,7147,Normal,0,3ed6e80a0bae13f8,4,scheduler_train
7147,7148,Normal,0,55442ebfb4122abe,2,model_train
7148,7149,Normal,0,b7db14577a4c0aea,3,validation
7149,7150,Normal,0,61eba0dbd2601b88,3,validation
7150,7151,Normal,0,73e76197022452ba,2,model_train
7151,7152,Normal,0,8d6637d9891a6a94,0,model_train
7152,7153,Normal,0,41069352af3bcd49,1,model_train
7153,7154,Normal,0,b674f958bd1c5ab2,3,validation
7154,7155,Normal,0,ed8eae3fa9168c4f,2,model_train
7155,7156,Normal,0,e9fa7e1c9845179a,2,model_train
7156,7157,Normal,0,c5a7a1c0fc83ff86,4,scheduler_train
7157,7158,Normal,0,2186cdd13ef7a8b9,4,scheduler_train
7158,7159,Normal,0,afa6b1102fb5bbf8,2,model_train
7159,7160,Normal,0,c1ab927cec1bc513,3,validation
7160,7161,Normal,0,e4586cf410bcd25a,4,scheduler_train
7161,7162,Normal,0,aa87378757ab4dd4,3,validation
7162,7163,Normal,0,a3c489ee970f8b43,1,model_train
7163,7164,Normal,0,5c1c0bbb6f7c9756,4,scheduler_train
7164,7165,Normal,0,baafe552d782f58f,4,scheduler_train
7165,7166,Normal,0,a60ed78e4fcfef8f,4,scheduler_train
7166,7167,Normal,0,22e309c781d96645,1,model_train
7167,7168,Normal,0,776cf6bd087d0f8b,0,model_train
7168,7169,Normal,0,feaa818267a8ad4c,3,validation
7169,7170,Normal,0,6f9fd142f2f965e9,1,model_train
7170,7171,Normal,0,0d99765e81e03db8,1,model_train
7171,7172,Normal,0,aa92b12c0545b8de,2,model_train
7172,7173,Normal,0,fcf3915dadfe85cc,0,model_train
7173,7174,Normal,0,68794dc4dac984ef,4,scheduler_train
7174,7175,Normal,0,5936eaf540875ac4,0,model_train
7175,7176,Normal,0,32d9039887e28b2b,0,model_train
7176,7177,Normal,0,933ff12defe4864b,1,model_train
7177,7178,Normal,0,a955af09e4f6330b,4,scheduler_train
7178,7179,Normal,0,722c17f9ae18ff32,3,validation
7179,7180,Normal,0,9445abf1c5f2ada0,3,validation
7180,7181,Normal,0,3fc97b0b5be878a1,1,model_train
7181,7182,Normal,0,f63a7a8f4838dba9,0,model_train
7182,7183,Normal,0,2f70a73d8894ec3c,1,model_train
7183,7184,Normal,0,4a4ca55201017d6e,4,scheduler_train
7184,7185,Normal,0,0a699d233957e028,1,model_train
7185,7186,Normal,0,62b70e3c6f026fab,1,model_train
7186,7187,Normal,0,00fcfb57143370a9,4,scheduler_train
7187,7188,Normal,0,8a8f0131f08fb713,4,scheduler_train
7188,7189,Normal,0,01a67e670fec492c,3,validation
7189,7190,Normal,0,de51c38ce47085f8,3,validation
7190,7191,Normal,0,584303237512f520,1,model_train
7191,7192,Normal,0,257014b905f2b604,4,scheduler_train
7192,7193,Normal,0,2d16f989b812d68d,0,model_train
7193,7194,Normal,0,763080dc40878309,3,validation
7194,7195,Normal,0,cf45937767859a21,4,scheduler_train
7195,7196,Normal,0,909eab3b3c8f84dc,4,scheduler_train
7196,7197,Normal,0,866429a260bb5056,1,model_train
7197,7198,Normal,0,fa1a691c47ef101c,3,validation
7198,7199,Normal,0,9397be548bb5fd11,3,validation
7199,7200,Normal,0,c3a5549b59f734b4,0,model_train
7200,7201,Normal,0,7a0e084be7f5de33,1,model_train
7201,7202,Normal,0,d2617c506cd0664e,3,validation
7202,7203,Normal,0,02be17b1fef29f93,2,model_train
7203,7204,Normal,0,f1d3729cf8aadf5b,3,validation
7204,7205,Normal,0,ba4ec26412b7e2f1,2,model_train
7205,7206,Normal,0,f73e65df84d9aa5e,3,validation
7206,7207,Normal,0,81f27e7b5196af44,1,model_train
7207,7208,Normal,0,9787d1cc44698892,1,model_train
7208,7209,Normal,0,1df4fac3ead4e06f,3,validation
7209,7210,Normal,0,c1125fe83b6ec2ce,1,model_train
7210,7211,Normal,0,b3c6ecd0b52e8530,0,model_train
7211,7212,Normal,0,54a83c3fee1d7bf7,0,model_train
7212,7213,Normal,0,5b7ed6cf7ee009fc,0,model_train
7213,7214,Normal,0,23f01346e7192d30,0,model_train
7214,7215,Normal,0,5e0c00467195305f,4,scheduler_train
7215,7216,Normal,0,48fffd03178cc056,2,model_train
7216,7217,Normal,0,69d83ea6500b4811,2,model_train
7217,7218,Normal,0,ef9991c3ea1de073,0,model_train
7218,7219,Normal,0,7370e1d3c3194dff,0,model_train
7219,7220,Normal,0,a3f14532a1ad3c1f,0,model_train
7220,7221,Normal,0,7f4d6e1df6f4eaca,3,validation
7221,7222,Normal,0,1dedd9c9f24f6a3e,0,model_train
7222,7223,Normal,0,88aed60fe7100d46,1,model_train
7223,7224,Normal,0,6cf7021ff3c4ee8b,4,scheduler_train
7224,7225,Normal,0,5867508e4f2a71fa,4,scheduler_train
7225,7226,Normal,0,1ad77ec9b1d61b64,1,model_train
7226,7227,Normal,0,a820272ec5520bcc,3,validation
7227,7228,Normal,0,905f00ad80c138da,4,scheduler_train
7228,7229,Normal,0,49d40f97f17be77a,4,scheduler_train
7229,7230,Normal,0,de6894b13534630e,2,model_train
7230,7231,Normal,0,4415aa9e462ba646,2,model_train
7231,7232,Normal,0,0dcc79e810e644bc,2,model_train
7232,7233,Normal,0,20bc55fe054ff5fa,3,validation
7233,7234,Normal,0,f24c9a69a52648a1,1,model_train
7234,7235,Normal,0,c9186538d079d1fc,3,validation
7235,7236,Normal,0,75df77e91f981bc3,2,model_train
7236,7237,Normal,0,8d6cc2152c5f752d,0,model_train
7237,7238,Normal,0,077f6176c9be179d,0,model_train
7238,7239,Normal,0,8d92864e735a68b9,2,model_train
7239,7240,Normal,0,49843a98db80d318,0,model_train
7240,7241,Normal,0,868289b150f4ddb7,2,model_train
7241,7242,Normal,0,46e1704a0f00ca3b,3,validation
7242,7243,Normal,0,96760a78a2312dfe,0,model_train
7243,7244,Normal,0,387d34e2d5435e8e,3,validation
7244,7245,Normal,0,84aa9868709585aa,1,model_train
7245,7246,Normal,0,cbe6014f8891ad37,1,model_train
7246,7247,Normal,0,32d76a986a47d40a,1,model_train
7247,7248,Normal,0,833f907526597b47,1,model_train
7248,7249,Normal,0,9b29b6e99e10e14a,0,model_train
7249,7250,Normal,0,ffbc0a8a725b1817,0,model_train
7250,7251,Normal,0,fc311c48786bda41,2,model_train
7251,7252,Normal,0,7a717fe5f3e6cb3d,0,model_train
7252,7253,Normal,0,c4dfbaafd33c6e85,2,model_train
7253,7254,Normal,0,443c4da1be35ec9c,1,model_train
7254,7255,Normal,0,d84dd768d95988b3,0,model_train
7255,7256,Normal,0,27f72335cf2f1ba0,0,model_train
7256,7257,Normal,0,b621891aca73d98b,4,scheduler_train
7257,7258,Normal,0,96d46781040068ea,1,model_train
7258,7259,Normal,0,8e7da4c8c55098a4,1,model_train
7259,7260,Normal,0,011d8e4a592c0b78,1,model_train
7260,7261,Normal,0,cceb7c43a36a29b0,3,validation
7261,7262,Normal,0,14b71ed6b8137e11,3,validation
7262,7263,Normal,0,4ec0c6be58754abb,4,scheduler_train
7263,7264,Normal,0,d081b2d2bba0897a,2,model_train
7264,7265,Normal,0,1312b2cb98396d1d,4,scheduler_train
7265,7266,Normal,0,153931705b0192c4,1,model_train
7266,7267,Normal,0,a627dd083dad1c92,3,validation
7267,7268,Normal,0,4bb6d08d318e65b0,2,model_train
7268,7269,Normal,0,916990b24a41ef9c,1,model_train
7269,7270,Normal,0,7750b98856a1f6be,0,model_train
7270,7271,Normal,0,12ecc0268022fc6d,0,model_train
7271,7272,Normal,0,eb8124e48e4bff8a,1,model_train
7272,7273,Normal,0,5dd4d99d4d268a80,3,validation
7273,7274,Normal,0,b8d262e02117c447,4,scheduler_train
7274,7275,Normal,0,73baf3f35bca40d0,0,model_train
7275,7276,Normal,0,35ab6543ef3bfc8f,4,scheduler_train
7276,7277,Normal,0,0b7cd72afdb30911,0,model_train
7277,7278,Normal,0,85cfb040b4d7e253,2,model_train
7278,7279,Normal,0,d925811ce9b8fdb7,2,model_train
7279,7280,Normal,0,814b10a7b15f1d0b,0,model_train
7280,7281,Normal,0,89c9e285f3b10af6,1,model_train
7281,7282,Normal,0,ec5dd904cde8fed0,0,model_train
7282,7283,Normal,0,3a67370883529933,3,validation
7283,7284,Normal,0,a1353d866447d5cd,4,scheduler_train
7284,7285,Normal,0,217a57f10e33d870,4,scheduler_train
7285,7286,Normal,0,87af5619312601ec,0,model_train
7286,7287,Normal,0,28e01cb537f755de,1,model_train
7287,7288,Normal,0,1d55059752c112e5,4,scheduler_train
7288,7289,Normal,0,220109359e612de7,3,validation
7289,7290,Normal,0,723229baa66654b8,2,model_train
7290,7291,Normal,0,b6661a2844aa2872,2,model_train
7291,7292,Normal,0,222b6abd5e07872a,2,model_train
7292,7293,Normal,0,09a13db9f1d9d239,3,validation
7293,7294,Normal,0,f966c39933abe2d4,1,model_train
7294,7295,Normal,0,18466d01b30369ce,2,model_train
7295,7296,Normal,0,25a196b518e4d0f3,0,model_train
7296,7297,Normal,0,3dbac1e351346808,0,model_train
7297,7298,Normal,0,51f58e401a916cf0,0,model_train
7298,7299,Normal,0,61a70f9af4b1726e,4,scheduler_train
7299,7300,Normal,0,1474fdc4737fbdff,0,model_train
7300,7301,Normal,0,def848095b9169e4,1,model_train
7301,7302,Normal,0,7da63ac43f27cd11,4,scheduler_train
7302,7303,Normal,0,b0a0154867b6b418,4,scheduler_train
7303,7304,Normal,0,879641f4873ce4d4,3,validation
7304,7305,Normal,0,609d882b458ebde0,0,model_train
7305,7306,Normal,0,3c1b7186e4acbfaa,1,model_train
7306,7307,Normal,0,9d68a9810ed4a87e,1,model_train
7307,7308,Normal,0,331d2acc0515a9ba,4,scheduler_train
7308,7309,Normal,0,95916f76cafecf84,3,validation
7309,7310,Normal,0,fdda92362ab739bc,0,model_train
7310,7311,Normal,0,aff77c43112f5208,1,model_train
7311,7312,Normal,0,81dcd5912eb0a52e,1,model_train
7312,7313,Normal,0,c652fa04e14a4b5b,2,model_train
7313,7314,Normal,0,8fd22c4bfdfd6895,3,validation
7314,7315,Normal,0,4b01a69a45ce9466,3,validation
7315,7316,Normal,0,41186be0b644d33d,4,scheduler_train
7316,7317,Normal,0,19a1a4ac6585e082,0,model_train
7317,7318,Normal,0,da0358a71001e27c,2,model_train
7318,7319,Normal,0,46fe59f6687b51cc,1,model_train
7319,7320,Normal,0,2f134316cd120378,1,model_train
7320,7321,Normal,0,c9087c68020d3ae9,3,validation
7321,7322,Normal,0,e1b1b61a6fdce47e,1,model_train
7322,7323,Normal,0,1c2f951c2a683975,2,model_train
7323,7324,Normal,0,e8226854e97b16a0,3,validation
7324,7325,Normal,0,a31192e9b7134db1,3,validation
7325,7326,Normal,0,78fc1f77f8f206b3,1,model_train
7326,7327,Normal,0,05e9fe7ca8d6d3bc,4,scheduler_train
7327,7328,Normal,0,f63664fc8aecfe14,0,model_train
7328,7329,Normal,0,9d67132fa0bdc5c3,1,model_train
7329,7330,Normal,0,74bc9e91acbf4318,3,validation
7330,7331,Normal,0,63e94d20e1fdea28,1,model_train
7331,7332,Normal,0,167e673d2961243d,4,scheduler_train
7332,7333,Normal,0,57cf9675332c893f,3,validation
7333,7334,Normal,0,fa79453b5e67fa67,1,model_train
7334,7335,Normal,0,6645277d1d7334f4,0,model_train
7335,7336,Normal,0,8954ffb1b13d20b6,0,model_train
7336,7337,Normal,0,d9c23200459992bc,2,model_train
7337,7338,Normal,0,dea075d79c112d90,1,model_train
7338,7339,Normal,0,8826cab5fb20099f,2,model_train
7339,7340,Normal,0,68627662bbdfd15a,3,validation
7340,7341,Normal,0,33710867be73b360,4,scheduler_train
7341,7342,Normal,0,7a76fdf935be4cae,0,model_train
7342,7343,Normal,0,1914f062452cf0c2,3,validation
7343,7344,Normal,0,dcf3690e39688b71,0,model_train
7344,7345,Normal,0,1524d534ce7281c0,1,model_train
7345,7346,Normal,0,2b2109082b2922b8,1,model_train
7346,7347,Normal,0,616b39911250107c,3,validation
7347,7348,Normal,0,be0c7cbfa2d9c17b,4,scheduler_train
7348,7349,Normal,0,d21b38f516afbdfb,4,scheduler_train
7349,7350,Normal,0,0d50502a3bcd5000,0,model_train
7350,7351,Normal,0,e32b24a70e3faf9e,3,validation
7351,7352,Normal,0,a6b544128e1b532a,0,model_train
7352,7353,Normal,0,fab570c272c1db52,3,validation
7353,7354,Normal,0,c8bd7bf4f0df28f7,4,scheduler_train
7354,7355,Normal,0,b4d0592c8b94a500,1,model_train
7355,7356,Normal,0,0462c15790b9bd1a,1,model_train
7356,7357,Normal,0,2eaafc87d3ad166d,2,model_train
7357,7358,Normal,0,89d55e3e83af9da5,3,validation
7358,7359,Normal,0,dcc3e3a0d084c5fd,4,scheduler_train
7359,7360,Normal,0,8363f855da6fc3c8,3,validation
7360,7361,Normal,0,8e6d4181f805152f,2,model_train
7361,7362,Normal,0,e4ed9180a767004c,1,model_train
7362,7363,Normal,0,dda0f14ffd61a8c2,3,validation
7363,7364,Normal,0,7bbefe296b9e03bc,0,model_train
7364,7365,Normal,0,f601e414fcb96fdd,0,model_train
7365,7366,Normal,0,7f0ec31b0d28f626,0,model_train
7366,7367,Normal,0,43b634c099edc7ca,2,model_train
7367,7368,Normal,0,2d8c4f11c3ba2fd8,2,model_train
7368,7369,Normal,0,792a82a64606ac2b,4,scheduler_train
7369,7370,Normal,0,d19e12d31443bcd9,1,model_train
7370,7371,Normal,0,c7e1837e4300249b,4,scheduler_train
